seed,fluo_noise,model,z_lreg,beta,lr,time,ram,latent_dim,num_epochs,last_train_loss,last_val_loss,mae_xcal,mae_xrna,ari_train,ari_val,ari_cal_train,ari_cal_val,ari_rna_train,ari_rna_val,sil_train,sil_val,sil_cal_train,sil_cal_val,sil_rna_train,sil_rna_val,ba,ba_cal,ba_rna,prec,prec_cal,prec_rna,recall,recall_cal,recall_rna,f1,f1_cal,f1_rna,med_entropy_tr,med_entropy_val,med_entropy_tr_cal,med_entropy_val_cal,med_entropy_tr_rna,med_entropy_val_rna,kbet_train,kbet_val,kbet_train_cal,kbet_val_cal,kbet_train_rna,kbet_val_rna
3,1.0,hybrid_z,100000000.0,1.0,0.0001,441.3129439353943,3282.6953125,8,1113,2564.599544370298,2564.599544370298,0.0955421403050422,0.0002928952162619,0.4038533832993379,0.390627726802894,0.3935542320757159,0.343421825531999,0.0288858708179969,0.5334056305470338,0.11902387,0.113055676,0.13580152,0.14891195,0.9384907,0.93910414,,0.866367152400672,1.0,,0.905506564436378,1.0,,0.866367152400672,1.0,,0.8787957111241949,1.0,0.0,0.4689955935892811,0.3274449191544763,0.4689955935892811,0.0,0.0,0.996,0.986,1.0,0.995,0.543,0.435
5,1.0,hybrid_z,10000000.0,1.0,0.0001,779.5612857341766,3271.66796875,64,1956,672.6317321301118,672.6317321301118,0.0848478823900222,0.0002791955485008,0.4458442141623304,0.4378835827155968,0.447507292716968,0.4460174381261672,0.5168582776595687,0.6144870434968271,0.18346716,0.18974908,0.095979996,0.099688485,0.91638964,0.91475165,,0.9467347377832056,1.0,,0.9707953728912382,1.0,,0.9467347377832056,1.0,,0.9567264160189576,1.0,0.0,0.1414405425418206,0.4021791902022729,0.5293608652873644,0.0,0.0,0.883,0.808,0.871,0.769,0.648,0.474
5,1.0,hybrid_z,100000000.0,1.0,0.0001,586.0077993869781,3281.55859375,64,1454,906.2762357910156,906.2762357910156,0.0854390040040016,0.0002993452071677,0.4448079721385941,0.4171816429075098,0.4379003431097576,0.4527772367653102,0.5179671718457346,0.5156383479027565,0.16593812,0.16990401,0.135891,0.1431644,0.9620278,0.96120906,,0.9420480852099912,1.0,,0.9667473698489962,1.0,,0.9420480852099912,1.0,,0.9522235117590708,1.0,0.0,0.1414405425418206,0.3274449191544763,0.3659236509002231,0.0,0.0,0.847,0.72,0.923,0.86,0.526,0.429
5,1.0,hybrid_z,1000000000.0,1.0,0.0001,106.81266927719116,3267.23828125,64,265,3174.2003598343463,3174.2003598343463,0.0934882313013076,0.0005322380457073,0.4178503159847361,0.3245076315850662,0.3490190941135142,0.2914152627373393,0.5217090961913206,0.6149068397074424,0.226183,0.23258913,0.15898675,0.16012102,0.7458747,0.73946667,,0.9476790248464728,1.0,,0.9712643829972354,1.0,,0.9476790248464728,1.0,,0.957504165246374,1.0,0.0,0.0,0.2422921890824148,0.2422921890824148,0.0,0.0,0.985,0.926,1.0,0.997,0.711,0.456
1,1.0,hybrid_z,10000000.0,1.0,0.0001,376.3394997119904,3279.01171875,128,936,1447.1540327787422,1447.1540327787422,0.086851380765438,0.0002878373197745,0.4423678140460436,0.418067183226511,0.4421184499442633,0.4148993341020652,0.6871760594543769,1.0,0.2281857,0.23501611,0.18328471,0.18757674,0.96291083,0.96252805,,0.9489751703838452,1.0,,0.9721795543009484,1.0,,0.9489751703838452,1.0,,0.9585969609725914,1.0,0.0,0.0,0.1943918578315762,0.3274449191544763,0.0,0.0,0.919,0.836,0.875,0.75,0.832,0.797
1,1.0,hybrid_z,100000000.0,1.0,0.0001,409.0083394050598,3278.75390625,128,1001,1576.6577681565132,1576.6577681565132,0.0869864225387573,0.0002878068771678,0.4403521732393058,0.3887737397652806,0.4454524236488016,0.4231181143225164,0.5221407626920974,0.6212248919970266,0.17036192,0.17470501,0.14181441,0.14644049,0.96649766,0.9650334,,0.9471396357986092,1.0,,0.9695931757537322,1.0,,0.9471396357986092,1.0,,0.9564654635339284,1.0,0.0,0.1414405425418206,0.1414405425418206,0.3659236509002231,0.0,0.0,0.974,0.932,0.889,0.777,0.649,0.521
1,1.0,hybrid_z,1000000000.0,1.0,0.0001,80.18994164466858,3277.6953125,128,195,3568.1774203438467,3568.1774203438467,0.0961023420095443,0.0006180870113894,0.2954743764830807,0.2082534641939285,0.3055415253161873,0.3096817556383748,0.6541922279462296,1.0,0.24020304,0.24945366,0.20531736,0.21251822,0.9625043,0.96070784,,0.9498821998623032,1.0,,0.974323471665632,1.0,,0.9498821998623032,1.0,,0.9599666586244804,1.0,0.0,0.0,0.1943918578315762,0.2863969571159562,0.0,0.0,0.997,0.99,0.999,0.994,0.806,0.569
2,1.0,hybrid_z,10000000.0,1.0,0.0001,546.3326411247253,3242.578125,128,1339,1059.4430451364776,1059.4430451364776,0.084777608513832,0.0002554685343056,0.4443009246149768,0.3937127225979241,0.4546635725856337,0.3936137886370292,0.6509070736485053,1.0,0.20947818,0.21967484,0.16822836,0.17956035,0.778124,0.78956294,,0.9463432692282358,1.0,,0.970543823770886,1.0,,0.9463432692282358,1.0,,0.9563588702465866,1.0,0.0,0.0807931358959111,0.2422921890824148,0.2863969571159562,0.0,0.0,0.845,0.791,0.963,0.864,0.902,0.899
2,1.0,hybrid_z,100000000.0,1.0,0.0001,527.8012540340424,3282.9375,128,1292,1178.885042635694,1178.885042635694,0.0849589183926582,0.0002784032549243,0.4553277352051267,0.3753762047710573,0.4465213754615392,0.3909978847157758,0.5725635441212058,0.6132822332834463,0.16511722,0.17733459,0.16759683,0.18051717,0.99159175,0.9913179,,0.9495274455712678,1.0,,0.9730746266767554,1.0,,0.9495274455712678,1.0,,0.959346510784355,1.0,0.0,0.1943918578315762,0.3274449191544763,0.2863969571159562,0.0,0.0,0.882,0.799,0.935,0.833,0.339,0.324
2,1.0,hybrid_z,1000000000.0,1.0,0.0001,109.34313917160034,3285.28125,128,267,3323.0541217351465,3323.0541217351465,0.0928230807185173,0.0004858528554905,0.4189396584167665,0.3453534407010343,0.3927828054379892,0.3556384952235195,0.6297757474989307,0.5450000498999873,0.25814798,0.26388153,0.1294152,0.13592222,0.9782971,0.97890514,,0.9478095448880598,1.0,,0.9736715853182426,1.0,,0.9478095448880598,1.0,,0.9584205658599894,1.0,0.0,0.0,0.1943918578315762,0.2863969571159562,0.0,0.0,0.99,0.989,0.999,0.987,0.581,0.419
3,1.0,hybrid_z,10000000.0,1.0,0.0001,558.9427471160889,3273.2734375,128,1375,1070.735633849344,1070.735633849344,0.0855491310358047,0.0002496695378795,0.4372598656926309,0.4396940420379197,0.4357264999430418,0.403534941238435,0.6720304936814343,0.959037816607892,0.14740425,0.14791039,0.20787233,0.21182644,0.8306117,0.83340615,,0.9399408784883644,1.0,,0.9677644408414108,1.0,,0.9399408784883644,1.0,,0.951167645728934,1.0,0.0,0.2863969571159562,0.1943918578315762,0.2422921890824148,0.0,0.0,0.99,0.939,0.676,0.641,0.936,0.898
3,1.0,hybrid_z,100000000.0,1.0,0.0001,435.2378025054932,3239.296875,128,1075,1273.9463216097608,1273.9463216097608,0.0857202932238578,0.0002738368348218,0.4376840850848783,0.4059208322842396,0.4343190348510408,0.4234482667685205,0.5348755918799012,0.6035386456206404,0.15799944,0.16103585,0.15976572,0.16320415,0.9417891,0.94332236,,0.940405776718626,1.0,,0.967157976863986,1.0,,0.940405776718626,1.0,,0.951266279813604,1.0,0.0,0.1414405425418206,0.1943918578315762,0.3274449191544763,0.0,0.0,0.954,0.865,0.905,0.814,0.642,0.501
3,1.0,hybrid_z,1000000000.0,1.0,0.0001,215.6808333396912,3272.62890625,128,536,1995.83046201413,1995.83046201413,0.0885694026947021,0.0003170070995111,0.4396190348238796,0.3924850582606935,0.4183167144412146,0.4158458017843151,0.5266074122308554,0.5387312302121456,0.17973979,0.18153057,0.16176958,0.16425028,0.98955554,0.98986506,,0.9408706749488872,1.0,,0.9665680255961856,1.0,,0.9408706749488872,1.0,,0.9513642843077996,1.0,0.0,0.0,0.2422921890824148,0.2863969571159562,0.0,0.0,0.973,0.914,0.997,0.965,0.531,0.231
4,1.0,hybrid_z,10000000.0,1.0,0.0001,567.531197309494,3278.71875,128,1393,999.840865526138,999.840865526138,0.0851428061723709,0.0002391920570516,0.4360869210124148,0.4329421790299028,0.4270317408124262,0.4228665554999849,0.5218630924874057,0.564906635369533,0.1830036,0.18860155,0.18781543,0.18750693,0.8401415,0.83607936,,0.9413848729886466,1.0,,0.9690536809277392,1.0,,0.9413848729886466,1.0,,0.9525503086963808,1.0,0.0,0.1943918578315762,0.1943918578315762,0.3274449191544763,0.0,0.0,0.889,0.753,0.914,0.83,0.951,0.904
4,1.0,hybrid_z,100000000.0,1.0,0.0001,433.23510813713074,3280.078125,128,1076,1353.1675029571911,1353.1675029571911,0.0866851359605789,0.00028273841599,0.4428006165530833,0.42097894719795,0.4285174764862072,0.4430151521283353,0.9413613357710496,0.9221111992478312,0.18562208,0.19144279,0.17373022,0.17341597,0.9914722,0.99200004,,0.9414333700890304,1.0,,0.9673034207043724,1.0,,0.9414333700890304,1.0,,0.95196009179792,1.0,0.0,0.1414405425418206,0.1943918578315762,0.3274449191544763,0.0,0.0,0.849,0.701,0.95,0.893,0.271,0.114
4,1.0,hybrid_z,1000000000.0,1.0,0.0001,159.80600261688232,3241.11328125,128,390,2661.8458805386767,2661.8458805386767,0.0913970172405242,0.0003673908067867,0.3977581267358344,0.3665614027003536,0.4007481863194959,0.3952049574572652,0.5233669887340963,0.987062770957724,0.19578059,0.19664052,0.16190416,0.16580865,0.9855222,0.98539436,,0.9413848729886466,1.0,,0.9690536809277392,1.0,,0.9413848729886466,1.0,,0.9525503086963808,1.0,0.0,0.0,0.1943918578315762,0.3274449191544763,0.0,0.0,0.999,0.977,0.985,0.945,0.596,0.335
5,1.0,hybrid_z,10000000.0,1.0,0.0001,460.1960854530335,3273.390625,128,1141,1331.5105964142977,1331.5105964142977,0.0858374238014221,0.000274498888757,0.4372894805298678,0.4078913766608252,0.448791395599606,0.426092997963304,0.5654148947823315,0.6743051444910532,0.22111689,0.22781727,0.17327417,0.17830567,0.9924012,0.9926407,,0.9439714420796472,1.0,,0.9660386632370276,1.0,,0.9439714420796472,1.0,,0.953193672026139,1.0,0.0,0.0807931358959111,0.2863969571159562,0.2422921890824148,0.0,0.0,0.941,0.873,0.903,0.796,0.507,0.275
5,1.0,hybrid_z,100000000.0,1.0,0.0001,410.18478512763977,3285.0625,128,1005,1393.1629131582754,1393.1629131582754,0.0862931236624717,0.0002736433234531,0.436699372639862,0.4175252403729214,0.4257446893603492,0.405460773751361,0.5372657223983596,0.5874815542784213,0.22462521,0.23115106,0.2004853,0.2053247,0.8978848,0.89714235,,0.9462799856231328,1.0,,0.969716734662299,1.0,,0.9462799856231328,1.0,,0.956036241860364,1.0,0.0,0.0807931358959111,0.2863969571159562,0.2863969571159562,0.0,0.0,0.978,0.909,0.844,0.718,0.939,0.914
5,1.0,hybrid_z,1000000000.0,1.0,0.0001,330.86351799964905,3251.296875,128,811,1523.5536961311248,1523.5536961311248,0.0867502391338348,0.0002974401868414,0.4387141775469222,0.4057720682101759,0.4407751472535741,0.4452537653786892,0.530996356066609,1.0,0.1620578,0.16530877,0.13731682,0.14181922,0.97604954,0.9765845,,0.9462799856231328,1.0,,0.969716734662299,1.0,,0.9462799856231328,1.0,,0.956036241860364,1.0,0.0,0.0807931358959111,0.3274449191544763,0.2863969571159562,0.0,0.0,0.893,0.778,0.973,0.924,0.664,0.488
6,1.0,hybrid_z,10000000.0,1.0,0.0001,330.7540752887726,3268.76953125,64,834,1563.4853002549912,1563.4853002549912,0.0868061706423759,0.0003077547589782,0.4383746703491922,0.4051944577725528,0.4439476494978039,0.4148527649380192,0.5415220233498058,0.9063601741527468,0.16628101,0.16937971,0.13416772,0.13624403,0.97961366,0.97989976,,0.9404720894951778,1.0,,0.9662447738370368,1.0,,0.9404720894951778,1.0,,0.9511552157954744,1.0,0.0,0.1414405425418206,0.2863969571159562,0.3659236509002231,0.0,0.0,0.91,0.851,0.927,0.835,0.597,0.371
6,1.0,hybrid_z,100000000.0,1.0,0.0001,578.5260264873505,3274.09765625,64,1465,867.1937896149813,867.1937896149813,0.0845718085765838,0.0002670554094947,0.4503024551271335,0.4216531496893945,0.4372547314212032,0.3870717586691599,0.383610087988509,0.1916556449056272,0.17328943,0.17914808,0.17666788,0.1820655,0.95124036,0.95179516,,0.9423606636217124,1.0,,0.9672538413188236,1.0,,0.9423606636217124,1.0,,0.952747168216918,1.0,0.0,0.1414405425418206,0.2863969571159562,0.3659236509002231,0.0,0.0,0.97,0.919,0.736,0.666,0.568,0.446
6,1.0,hybrid_z,1000000000.0,1.0,0.0001,370.5828104019165,3284.50390625,64,924,1381.7889530110676,1381.7889530110676,0.0860205516219139,0.0002944773295894,0.4488672657848973,0.4117965621467211,0.432127638052628,0.4264052597621811,0.0678212405326297,0.1866082542960168,0.14499052,0.15098199,0.17647071,0.18066844,0.9472046,0.9477663,,0.9385835153686434,1.0,,0.9652403737102584,1.0,,0.9385835153686434,1.0,,0.9495577664997068,1.0,0.0,0.1943918578315762,0.2863969571159562,0.2863969571159562,0.0,0.0,0.877,0.81,0.92,0.864,0.567,0.451
1,1.0,hybrid_z,10000000.0,1.0,0.0001,282.2025074958801,3261.66796875,4,679,6050.264310942303,6050.264310942303,0.1060748025774955,0.0005521827260963,0.3246909282298842,0.302994488370907,0.2790840326586863,0.2093350497769977,0.0228433996318442,0.1969946589246118,0.22778669,0.23166665,0.09081866,0.09334213,0.9263747,0.9270703,,0.7907806390894333,1.0,,0.8460791909594491,1.0,,0.7907806390894333,1.0,,0.7993909683019013,1.0,0.0,0.1943918578315762,0.2863969571159562,0.4047599678016295,0.0,0.0,1.0,0.999,1.0,1.0,0.664,0.569
1,1.0,hybrid_z,100000000.0,1.0,0.0001,283.0051522254944,3273.9375,4,717,6412.1878874366,6412.1878874366,0.1074455380439758,0.0006549544050358,0.3012836922794067,0.2463615161521949,0.2886214666688358,0.313472797882583,0.020790869555422,0.5456542369998435,0.036387585,0.035904687,0.31215978,0.32142895,0.8690047,0.87272084,,0.8643463934033426,1.0,,0.8683578797103889,1.0,,0.8643463934033426,1.0,,0.8662239128606899,1.0,0.1414405425418206,0.6577047787442195,0.1414405425418206,0.3274449191544763,0.0,0.0,1.0,1.0,0.968,0.94,0.736,0.242
1,1.0,hybrid_z,1000000000.0,1.0,0.0001,310.8102412223816,3265.16015625,4,791,6104.126259162432,6104.126259162432,0.1062139570713043,0.0004778621369041,0.2840379089178841,0.2694549858687219,0.2492819863987114,0.2320537105867986,0.6654499950528103,0.6293396091585424,0.22418703,0.23636577,0.059359647,0.061553072,0.9438177,0.943257,,0.601600585628682,1.0,,0.7192864077368544,1.0,,0.601600585628682,1.0,,0.5705215485517374,1.0,0.0,0.0,0.2863969571159562,0.6577047787442195,0.0,0.0,0.999,0.999,0.997,0.99,0.619,0.465
2,1.0,hybrid_z,10000000.0,1.0,0.0001,240.7738652229309,3261.2578125,4,604,6435.344315632988,6435.344315632988,0.1043997034430503,0.0006607982795685,0.3320876194001258,0.2210792495513523,0.2407566833617769,0.1920525181978429,0.5411266954004038,1.0,0.10225509,0.100493945,0.19189371,0.19525431,0.8720939,0.8777536,,0.7821889005699109,1.0,,0.8711351543535647,1.0,,0.7821889005699109,1.0,,0.7894031069054938,1.0,0.0807931358959111,0.5293608652873644,0.2422921890824148,0.2863969571159562,0.0,0.0,1.0,1.0,1.0,1.0,0.629,0.472
2,1.0,hybrid_z,100000000.0,1.0,0.0001,349.6224377155304,3266.734375,4,830,6382.224174411049,6382.224174411049,0.1044562831521034,0.0005244086496531,0.2204705136680687,0.1954566378520489,0.31073011575256,0.1998026628258598,0.5327988334555638,0.5632038135829103,0.18120772,0.18697307,0.12983382,0.13705471,0.9497884,0.951534,,0.7256430929589786,1.0,,0.7679337322280507,1.0,,0.7256430929589786,1.0,,0.7183065967452542,1.0,0.0,0.2422921890824148,0.3659236509002231,0.5293608652873644,0.0,0.0,1.0,1.0,0.997,0.987,0.737,0.519
2,1.0,hybrid_z,1000000000.0,1.0,0.0001,296.15880489349365,3267.39453125,4,697,6220.806348213403,6220.806348213403,0.1041904538869857,0.0007560806116089,0.3381356364843255,0.2855103242245259,0.2635145009667233,0.2608472803017849,0.6307712754231339,0.6701559900652607,0.078860335,0.079519555,0.27451336,0.2931101,0.9293637,0.92928916,,0.8771753707846223,1.0,,0.9256668246116808,1.0,,0.8771753707846223,1.0,,0.8919160580675914,1.0,0.0,0.7780113035465377,0.2422921890824148,0.2422921890824148,0.0,0.0,1.0,1.0,0.972,0.95,0.72,0.614
3,1.0,hybrid_z,10000000.0,1.0,0.0001,357.5425627231598,3278.953125,4,903,5817.158816928177,5817.158816928177,0.1042669564485549,0.0006170285632833,0.3396489472985379,0.291017197895488,0.267701200445949,0.2845653777282676,0.4427458101603277,0.0352111253141778,0.02220971,0.021439126,0.24873742,0.25501403,0.9350253,0.93554175,,0.91154041489237,1.0,,0.9520681185206288,1.0,,0.91154041489237,1.0,,0.9260406507986656,1.0,0.0807931358959111,0.6098403047164005,0.0807931358959111,0.2422921890824148,0.0,0.0,1.0,0.999,0.985,0.974,0.514,0.306
3,1.0,hybrid_z,100000000.0,1.0,0.0001,531.7197065353394,3241.53515625,4,1324,5356.273540453047,5356.273540453047,0.1041655614972114,0.0003224328393116,0.3374676471852389,0.4160892632770056,0.3141001090725973,0.2277068119961725,0.0147988901015854,0.0203100832605734,0.35760248,0.35336757,0.057011947,0.057475217,0.28897268,0.2871405,,0.6146543243359578,1.0,,0.6836717916919159,1.0,,0.6146543243359578,1.0,,0.6155753327111166,1.0,0.0,0.0,0.3659236509002231,0.6343095546405662,0.0,0.4021791902022729,0.906,0.843,1.0,1.0,0.583,0.549
3,1.0,hybrid_z,1000000000.0,1.0,0.0001,316.5057728290558,3272.109375,4,800,6199.703110458298,6199.703110458298,0.1052056327462196,0.0006276835920289,0.3153187656652084,0.2170255409957638,0.283211707366812,0.2348394835640435,0.6372811031648697,0.6424569914825509,0.19429103,0.19462192,0.08165895,0.08171759,0.8034085,0.8055891,,0.8482165878813923,1.0,,0.9063086100687526,1.0,,0.8482165878813923,1.0,,0.8631615453081144,1.0,0.0,0.0,0.2863969571159562,0.499915958164528,0.0,0.0,0.998,0.998,1.0,0.999,0.831,0.631
4,1.0,hybrid_z,10000000.0,1.0,0.0001,320.9741806983948,3269.16015625,4,818,5667.390766490795,5667.390766490795,0.1059784591197967,0.0005884420243091,0.3372986308750518,0.4243151563460025,0.3160037989760976,0.2807762165615329,0.0242314642121402,0.0341660674413094,0.23673344,0.23529999,0.043932553,0.05230146,0.96128285,0.9600465,,0.6159775146993866,1.0,,0.6773974408360389,1.0,,0.6159775146993866,1.0,,0.6193621844804028,1.0,0.0,0.0807931358959111,0.3659236509002231,0.5796994988638393,0.0,0.0,0.986,0.968,1.0,1.0,0.616,0.57
4,1.0,hybrid_z,100000000.0,1.0,0.0001,281.6648795604706,3269.17578125,4,718,5980.328018521607,5980.328018521607,0.1056637391448021,0.0006391278002411,0.3041802048733583,0.2208528115617117,0.3253459420216113,0.2666095609165982,0.6602160578009445,0.9963056080028684,0.066964924,0.06423745,0.27927274,0.2768276,0.7712731,0.76510423,,0.888840358044685,1.0,,0.8771089649249678,1.0,,0.888840358044685,1.0,,0.881725322987306,1.0,0.0807931358959111,0.5433995251576766,0.1943918578315762,0.3274449191544763,0.0,0.0,1.0,1.0,0.894,0.85,0.881,0.781
4,1.0,hybrid_z,1000000000.0,1.0,0.0001,262.8750870227814,3265.08984375,4,668,6311.425358279683,6311.425358279683,0.1062706410884857,0.0006392755312845,0.299639535563205,0.3942682898835819,0.3031425812713316,0.22823980189403,0.6626350281780521,1.0,0.31334397,0.31934828,0.06793585,0.066548936,0.8420593,0.8390915,,0.7276844934690089,1.0,,0.7374711226686838,1.0,,0.7276844934690089,1.0,,0.7288276548556025,1.0,0.0,0.0,0.1943918578315762,0.4689955935892811,0.0,0.0,0.998,0.989,0.999,0.998,0.722,0.546
5,1.0,hybrid_z,10000000.0,1.0,0.0001,419.1200661659241,3276.01171875,4,1065,5574.4898888060015,5574.4898888060015,0.1055289134383201,0.0004085677501279,0.3156420151880909,0.2715499281586656,0.2660025558220317,0.2192330291542728,0.0146469756830888,0.0287836879009364,0.21407877,0.2191825,0.12470935,0.12242266,0.8554495,0.85921913,,0.7647978027612345,1.0,,0.8174771941753073,1.0,,0.7647978027612345,1.0,,0.7678989314844179,1.0,0.0,0.4193245036331879,0.3274449191544763,0.2863969571159562,0.0,0.0,0.964,0.933,1.0,1.0,0.555,0.369
2,1.0,shared_z,10000000.0,1.0,0.0001,288.5692894458771,3218.90625,32,859,2016.7670584629388,2016.7670584629388,0.0890829563140869,0.0005372971063479,0.4072504869557429,0.3534541463463002,,,,,0.13245584,0.14121704,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,1.0,0.999,,,,
2,1.0,shared_z,100000000.0,1.0,0.0001,478.665675163269,3217.6640625,32,1424,1100.4492619466146,1100.4492619466146,0.0874060466885566,0.0004698412958532,0.4323420141240098,0.3775209580412764,,,,,0.1203134,0.13152711,,,,,,,,,,,,,,,,,0.0,0.4021791902022729,,,,,1.0,0.993,,,,
2,1.0,shared_z,1000000000.0,1.0,0.0001,303.8454053401947,3229.71875,32,915,1886.4669385121288,1886.4669385121288,0.0889120250940322,0.0005012290203012,0.4068874495217031,0.3617095649901728,,,,,0.12571746,0.1346516,,,,,,,,,,,,,,,,,0.0,0.3659236509002231,,,,,1.0,1.0,,,,
3,1.0,shared_z,10000000.0,1.0,0.0001,414.52195143699646,3234.28515625,32,1249,1639.985378629557,1639.985378629557,0.089318998157978,0.0005563803715631,0.4260254672969816,0.4188186905258764,,,,,0.13400309,0.13723297,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,1.0,0.997,,,,
3,1.0,shared_z,100000000.0,1.0,0.0001,495.5371026992798,3216.96484375,32,1500,1454.1520877519772,1454.1520877519772,0.0886093825101852,0.0004551054153125,0.4224712816018705,0.4123823202529973,,,,,0.12369636,0.124936014,,,,,,,,,,,,,,,,,0.0,0.4364698170641029,,,,,1.0,1.0,,,,
3,1.0,shared_z,1000000000.0,1.0,0.0001,302.0158352851868,3222.64453125,32,903,1978.8808636996048,1978.8808636996048,0.0894042551517486,0.0004760897718369,0.4043733302444643,0.3663296182853617,,,,,0.14363126,0.1454228,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,1.0,1.0,,,,
4,1.0,shared_z,10000000.0,1.0,0.0001,310.0655596256256,3217.9453125,32,930,1999.4212580144435,1999.4212580144435,0.0902154073119163,0.0004601835098583,0.4092936575967175,0.4061661102498008,,,,,0.1255256,0.1276692,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,1.0,0.999,,,,
4,1.0,shared_z,100000000.0,1.0,0.0001,497.9028220176697,3228.16015625,32,1494,1064.8925789701486,1064.8925789701486,0.0885041058063507,0.0004708926135208,0.4306775859853776,0.4060527527368568,,,,,0.17259799,0.17400381,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,1.0,0.988,,,,
4,1.0,shared_z,1000000000.0,1.0,0.0001,437.4026968479157,3226.19921875,32,1310,1583.1791309558257,1583.1791309558257,0.0892983451485633,0.000462280382635,0.4202841566108705,0.3846068391202702,,,,,0.1272602,0.12860887,,,,,,,,,,,,,,,,,0.0,0.3659236509002231,,,,,1.0,0.997,,,,
5,1.0,shared_z,10000000.0,1.0,0.0001,396.259797334671,3217.85546875,32,1185,1691.667069769965,1691.667069769965,0.0890265256166458,0.0005268923705443,0.4149711234693015,0.3647382587583916,,,,,0.11630405,0.11800009,,,,,,,,,,,,,,,,,0.0,0.3659236509002231,,,,,1.0,0.999,,,,
5,1.0,shared_z,100000000.0,1.0,0.0001,307.8355066776276,3214.39453125,32,900,2113.196438620033,2113.196438620033,0.0905219838023185,0.0004839678877033,0.4054169111644989,0.3491150834474038,,,,,0.13764691,0.1395739,,,,,,,,,,,,,,,,,0.0,0.2863969571159562,,,,,1.0,0.999,,,,
5,1.0,shared_z,1000000000.0,1.0,0.0001,568.6509337425232,3219.63671875,32,1697,907.4866498836564,907.4866498836564,0.087367869913578,0.0004741718294098,0.4321291272595069,0.4216694863895426,,,,,0.1395591,0.14443555,,,,,,,,,,,,,,,,,0.0,0.2863969571159562,,,,,0.998,0.982,,,,
1,1.0,shared_z,10000000.0,1.0,0.0001,302.79995226860046,3217.51171875,64,890,1774.7878721498844,1774.7878721498844,0.0889656022191047,0.0006440174765884,0.4376808324189238,0.4477101904527807,,,,,0.11916415,0.12300469,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,0.993,0.939,,,,
1,1.0,shared_z,100000000.0,1.0,0.0001,350.4621524810791,3227.62890625,64,1038,1614.7207630594137,1614.7207630594137,0.0876130163669586,0.0004519405483733,0.4327691378769419,0.4072116518339107,,,,,0.12410643,0.1277855,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,1.0,0.982,,,,
1,1.0,shared_z,1000000000.0,1.0,0.0001,503.5089976787567,3218.50390625,64,1471,951.5910239125192,951.5910239125192,0.0859351009130477,0.0003898568684235,0.4463798023720044,0.4462853900545246,,,,,0.12807757,0.13078433,,,,,,,,,,,,,,,,,0.0,0.3659236509002231,,,,,0.975,0.896,,,,
2,1.0,shared_z,10000000.0,1.0,0.0001,328.253657579422,3222.6171875,64,971,1458.5339412434896,1458.5339412434896,0.0870233848690986,0.0004792945692315,0.4445932027151207,0.3953237367790295,,,,,0.16897045,0.180896,,,,,,,,,,,,,,,,,0.0,0.0807931358959111,,,,,0.981,0.928,,,,
2,1.0,shared_z,100000000.0,1.0,0.0001,348.54718375205994,3228.62109375,64,1020,1531.418473365162,1531.418473365162,0.0874615311622619,0.0004424699582159,0.4423115290613265,0.3837171306252527,,,,,0.13738929,0.1488775,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,0.992,0.951,,,,
2,1.0,shared_z,1000000000.0,1.0,0.0001,347.4288172721863,3228.27734375,64,1039,1594.3570100284528,1594.3570100284528,0.0866342261433601,0.0004929820424877,0.4566799636927594,0.394612417472835,,,,,0.11387442,0.12666966,,,,,,,,,,,,,,,,,0.0,0.4021791902022729,,,,,0.994,0.971,,,,
3,1.0,shared_z,10000000.0,1.0,0.0001,518.2316212654114,3216.0,64,1551,1179.851779273968,1179.851779273968,0.0871937721967697,0.0004417303425725,0.4377159056712261,0.4382325643443558,,,,,0.12124562,0.12420515,,,,,,,,,,,,,,,,,0.0,0.4364698170641029,,,,,0.972,0.921,,,,
