seed,fluo_noise,model,z_lreg,beta,lr,time,ram,latent_dim,num_epochs,last_train_loss,last_val_loss,mae_xcal,mae_xrna,ari_train,ari_val,ari_cal_train,ari_cal_val,ari_rna_train,ari_rna_val,sil_train,sil_val,sil_cal_train,sil_cal_val,sil_rna_train,sil_rna_val,ba,ba_cal,ba_rna,prec,prec_cal,prec_rna,recall,recall_cal,recall_rna,f1,f1_cal,f1_rna,med_entropy_tr,med_entropy_val,med_entropy_tr_cal,med_entropy_val_cal,med_entropy_tr_rna,med_entropy_val_rna,kbet_train,kbet_val,kbet_train_cal,kbet_val_cal,kbet_train_rna,kbet_val_rna
3,1.0,shared_z,100000000.0,1.0,0.0001,408.67938590049744,3225.953125,64,1211,1404.8612285602333,1404.8612285602333,0.0869074687361717,0.0004863400536123,0.4383047513625542,0.4040410883973083,,,,,0.12564194,0.12727998,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,0.98,0.927,,,,
0,1.0,shared_z,10000000.0,1.0,0.0001,369.91684317588806,3241.03515625,16,1087,3124.318261871865,3124.318261871865,0.095744103193283,0.0004933736636303,0.3376100484885823,0.2876183831830203,,,,,0.14984171,0.14688148,,,,,0.9407921795219036,,,0.9636545405266568,,,0.9407921795219036,,,0.9500524455284468,,,0.0,0.2863969571159562,,,,,1.0,1.0,,,,
0,1.0,shared_z,100000000.0,1.0,0.0001,345.0053069591522,3222.84765625,16,1029,3232.0375044632524,3232.0375044632524,0.0956126227974891,0.0004741209559142,0.3529364637384233,0.2835064295655985,,,,,0.1668475,0.1646906,,,,,0.988193044228435,,,0.987399151938159,,,0.988193044228435,,,0.9877931485336,,,0.0,0.3659236509002231,,,,,1.0,1.0,,,,
0,1.0,shared_z,1000000000.0,1.0,0.0001,315.1247432231903,3235.36328125,16,944,3554.280473811548,3554.280473811548,0.0966879427433013,0.0005794523167423,0.3134439147741586,0.2756925701535287,,,,,0.13235572,0.13194539,,,,,0.9372460802311234,,,0.9616761669829214,,,0.9372460802311234,,,0.9470081650584872,,,0.0,0.3659236509002231,,,,,1.0,1.0,,,,
1,1.0,shared_z,10000000.0,1.0,0.0001,209.80399107933044,3219.05859375,16,609,4249.814733136212,4249.814733136212,0.0994108095765113,0.000507689663209,0.2711779605620762,0.193575347459544,,,,,0.13665678,0.14309557,,,,,0.9503571902298524,,,0.9737071071525262,,,0.9503571902298524,,,0.9600463717305906,,,0.0,0.2863969571159562,,,,,1.0,1.0,,,,
1,1.0,shared_z,100000000.0,1.0,0.0001,264.81561255455017,3229.734375,16,772,3797.6095675455726,3797.6095675455726,0.0977411642670631,0.0007499930798076,0.28097512494178,0.2556929854642749,,,,,0.13561666,0.14001434,,,,,0.9503571902298524,,,0.9737071071525262,,,0.9503571902298524,,,0.9600463717305906,,,0.0,0.4527327053266921,,,,,1.0,1.0,,,,
1,1.0,shared_z,1000000000.0,1.0,0.0001,271.2837610244751,3219.90234375,16,803,3640.081643641493,3640.081643641493,0.0966017395257949,0.0005367677658796,0.3019380516861804,0.2040846659610658,,,,,0.15762699,0.16397315,,,,,0.9721877980532976,,,0.9832295914848396,,,0.9721877980532976,,,0.9772560553992836,,,0.0,0.2422921890824148,,,,,1.0,1.0,,,,
2,1.0,shared_z,100000000.0,1.0,0.0001,321.42857909202576,3224.08203125,16,962,3168.174505513057,3168.174505513057,0.0955010205507278,0.0004613086057361,0.3544983892987814,0.2278039181771352,,,,,0.14372009,0.14826396,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,1.0,1.0,,,,
2,1.0,shared_z,1000000000.0,1.0,0.0001,358.4963972568512,3218.9765625,16,1075,3206.935389361497,3206.935389361497,0.0953587740659713,0.0004583490663208,0.2746214928376562,0.2290891984171225,,,,,0.14931943,0.15905775,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,1.0,1.0,,,,
3,1.0,shared_z,10000000.0,1.0,0.0001,213.793231010437,3203.17578125,16,636,4014.021392821663,4014.021392821663,0.0969763994216919,0.0005231488030403,0.2538576398465667,0.1841033409834255,,,,,0.15332241,0.15669692,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,1.0,0.999,,,,
3,1.0,shared_z,100000000.0,1.0,0.0001,307.2968146800995,3231.6015625,16,918,3465.886851772883,3465.886851772883,0.0960168614983558,0.0006584592629224,0.3572378852542748,0.2785568927098164,,,,,0.13113716,0.13323653,,,,,,,,,,,,,,,,,0.0,0.3659236509002231,,,,,1.0,1.0,,,,
3,1.0,shared_z,1000000000.0,1.0,0.0001,305.58538699150085,3230.328125,16,917,3275.376144948399,3275.376144948399,0.095740757882595,0.0005195856792852,0.3073867164333485,0.2748613947004681,,,,,0.12578729,0.12747405,,,,,,,,,,,,,,,,,0.0,0.4021791902022729,,,,,1.0,1.0,,,,
4,1.0,shared_z,10000000.0,1.0,0.0001,266.1461224555969,3227.265625,16,795,3477.585860737365,3477.585860737365,0.0974304676055908,0.0005038691451773,0.343349921682046,0.2729511997090711,,,,,0.1444187,0.14551893,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,1.0,1.0,,,,
4,1.0,shared_z,100000000.0,1.0,0.0001,310.6400117874145,3233.83203125,16,919,3283.6758763442804,3283.6758763442804,0.0972734317183494,0.0005290008266456,0.3087376043126717,0.2624883295615175,,,,,0.12960856,0.13650277,,,,,,,,,,,,,,,,,0.0,0.3659236509002231,,,,,1.0,1.0,,,,
4,1.0,shared_z,1000000000.0,1.0,0.0001,282.3938479423523,3221.99609375,16,851,3407.3498460648148,3407.3498460648148,0.0972014889121055,0.0004563949187286,0.286748108513953,0.201119831379158,,,,,0.15054898,0.15450656,,,,,,,,,,,,,,,,,0.0,0.3466842850273497,,,,,1.0,0.999,,,,
5,1.0,shared_z,10000000.0,1.0,0.0001,184.85294246673584,3223.6875,16,556,4248.305494952619,4248.305494952619,0.0982469469308853,0.0007210324984043,0.2219409520214293,0.1821574120696334,,,,,0.1633557,0.16601905,,,,,,,,,,,,,,,,,0.0,0.1414405425418206,,,,,1.0,1.0,,,,
5,1.0,shared_z,100000000.0,1.0,0.0001,364.01897501945496,3217.96484375,16,1087,3155.130133355035,3155.130133355035,0.0959978923201561,0.0004769232473336,0.3227150224653687,0.1833179178309786,,,,,0.14599171,0.14539367,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,1.0,1.0,,,,
1,1.0,shared_z,1000000000.0,1.0,0.0001,242.5551199913025,3215.75390625,8,703,6055.627241157287,6055.627241157287,0.1058935821056366,0.0007079822244122,0.179693713629153,0.1939239658193106,,,,,0.16673788,0.17084788,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,1.0,1.0,,,,
2,1.0,shared_z,1000000000.0,1.0,0.0001,138.7222626209259,3217.38671875,8,402,6908.269534631499,6908.269534631499,0.105782575905323,0.0012351518962532,0.1771948424078827,0.192402685693874,,,,,0.16714498,0.16997524,,,,,,,,,,,,,,,,,0.0,0.1414405425418206,,,,,1.0,1.0,,,,
3,1.0,shared_z,1000000000.0,1.0,0.0001,212.674462556839,3212.90625,8,637,6615.159138164304,6615.159138164304,0.1064396798610687,0.0009462425368838,0.1777359011665437,0.1839109012439428,,,,,0.16642076,0.16614644,,,,,,,,,,,,,,,,,0.0,0.1414405425418206,,,,,1.0,1.0,,,,
1,1.0,shared_z,10000000.0,1.0,0.0001,280.0076582431793,3219.6328125,8,818,6249.0076311023095,6249.0076311023095,0.1063260734081268,0.0007617413066327,0.1953886412674084,0.1994010966672597,,,,,0.13696226,0.14105654,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,1.0,1.0,,,,
2,1.0,shared_z,10000000.0,1.0,0.0001,323.3968381881714,3217.24609375,8,950,5780.151546921115,5780.151546921115,0.1033334583044052,0.0006534773856401,0.1949144957928636,0.1820023315996758,,,,,0.17762293,0.18002573,,,,,,,,,,,,,,,,,0.0,0.1414405425418206,,,,,1.0,1.0,,,,
3,1.0,shared_z,10000000.0,1.0,0.0001,208.38889741897583,3222.359375,8,620,6710.559214155333,6710.559214155333,0.105724349617958,0.0009449641802348,0.1786568614553741,0.1858225878852459,,,,,0.15869902,0.16241531,,,,,,,,,,,,,,,,,0.0,0.2643445730991855,,,,,1.0,1.0,,,,
1,1.0,shared_z,10000000.0,1.0,0.0001,471.4429907798767,3223.08984375,128,1387,1339.5531925733026,1339.5531925733026,0.0864531323313713,0.0004553518665488,0.4496580514493838,0.4446865969653125,,,,,0.13451701,0.13900678,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,0.947,0.85,,,,
1,1.0,shared_z,100000000.0,1.0,0.0001,302.9421191215515,3221.6796875,128,885,1684.4347577739195,1684.4347577739195,0.087970070540905,0.0005306441453285,0.4354164856509182,0.4338092085028265,,,,,0.13757771,0.14038964,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,0.99,0.937,,,,
1,1.0,shared_z,1000000000.0,1.0,0.0001,258.4232304096222,3231.6484375,128,760,1932.92832130353,1932.92832130353,0.0883435755968093,0.0004905493115074,0.4405641361490013,0.416748586016201,,,,,0.12812352,0.13101043,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,0.996,0.952,,,,
2,1.0,shared_z,10000000.0,1.0,0.0001,483.75525999069214,3220.70703125,128,1419,1097.135058639564,1097.135058639564,0.0855029299855232,0.0004318871651776,0.449804617187593,0.3939872964372212,,,,,0.16472328,0.17771028,,,,,,,,,,,,,,,,,0.0,0.1414405425418206,,,,,0.94,0.867,,,,
2,1.0,shared_z,100000000.0,1.0,0.0001,507.5276081562042,3224.4453125,128,1488,1288.3086290292244,1288.3086290292244,0.085679106414318,0.0004585580318234,0.4545117586380384,0.3894358990487632,,,,,0.14688416,0.16030239,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,0.963,0.897,,,,
2,1.0,shared_z,1000000000.0,1.0,0.0001,455.59616446495056,3222.43359375,128,1339,1303.30436188995,1303.30436188995,0.0862811654806137,0.0004940078360959,0.4542844627137493,0.408136965256778,,,,,0.11824914,0.13098136,,,,,,,,,,,,,,,,,0.0,0.4021791902022729,,,,,0.978,0.929,,,,
3,1.0,shared_z,10000000.0,1.0,0.0001,369.0041954517365,3213.33984375,128,1085,1372.9391805266202,1372.9391805266202,0.0868948698043823,0.000507983204443,0.444309392990068,0.4033473889807686,,,,,0.13790393,0.13957113,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,0.944,0.886,,,,
3,1.0,shared_z,100000000.0,1.0,0.0001,378.0635561943054,3221.13671875,128,1108,1435.4516735255113,1435.4516735255113,0.0862346068024635,0.0005022942204959,0.4349216863697192,0.424248584644422,,,,,0.12866056,0.1307855,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,0.963,0.915,,,,
3,1.0,shared_z,1000000000.0,1.0,0.0001,383.4855034351349,3226.44921875,128,1122,1373.221258748071,1373.221258748071,0.0862682908773422,0.0004710965731646,0.4492342759958594,0.4125137640300409,,,,,0.15490927,0.15682942,,,,,,,,,,,,,,,,,0.0,0.1414405425418206,,,,,0.963,0.892,,,,
4,1.0,shared_z,10000000.0,1.0,0.0001,463.2770059108734,3213.90625,128,1353,1161.621820539159,1161.621820539159,0.0864536389708519,0.0004399741883389,0.4372820044456175,0.4421030659357113,,,,,0.1719503,0.17522442,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,0.935,0.831,,,,
4,1.0,shared_z,100000000.0,1.0,0.0001,391.2356564998626,3218.3671875,128,1151,1326.5939419077931,1326.5939419077931,0.0869514867663383,0.0004722094163298,0.444561445830035,0.4334723385431226,,,,,0.14695825,0.14970599,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,0.966,0.899,,,,
4,1.0,shared_z,1000000000.0,1.0,0.0001,514.4021546840668,3227.46484375,128,1514,1158.7448746045525,1158.7448746045525,0.0863488093018531,0.0004358699661679,0.4508498430197632,0.4531062854515716,,,,,0.14038472,0.14235967,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,0.979,0.909,,,,
5,1.0,shared_z,10000000.0,1.0,0.0001,467.234454870224,3208.98046875,128,1378,1092.9583812355324,1092.9583812355324,0.0858872607350349,0.0004777063440997,0.4440612099609544,0.4245078146035393,,,,,0.15731466,0.16212022,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,0.948,0.873,,,,
5,1.0,shared_z,100000000.0,1.0,0.0001,339.5131673812866,3222.98828125,128,998,1661.4379063705633,1661.4379063705633,0.0868334025144577,0.0005243339692242,0.4434364239148318,0.4334081844983364,,,,,0.13675188,0.13934179,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,0.99,0.94,,,,
5,1.0,shared_z,1000000000.0,1.0,0.0001,344.4272253513336,3225.87109375,128,1014,1461.6336850622108,1461.6336850622108,0.0864403173327446,0.0005226183566264,0.4414480520100238,0.4318338149800085,,,,,0.14809102,0.15196975,,,,,,,,,,,,,,,,,0.0,0.1943918578315762,,,,,0.967,0.902,,,,
6,1.0,shared_z,10000000.0,1.0,0.0001,580.3161463737488,3215.61328125,64,1674,785.0787025848766,785.0787025848766,0.0856414139270782,0.0004259505076333,0.4468851649772311,0.4256999426143349,,,,,0.15718932,0.164073,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,0.958,0.897,,,,
6,1.0,shared_z,100000000.0,1.0,0.0001,376.4091351032257,3219.33203125,64,1112,1385.3838259645065,1385.3838259645065,0.086601123213768,0.0004777470894623,0.4445885637506066,0.4193490738905024,,,,,0.13752542,0.1423572,,,,,,,,,,,,,,,,,0.0,0.2422921890824148,,,,,0.961,0.893,,,,
6,1.0,shared_z,1000000000.0,1.0,0.0001,414.34963846206665,3222.265625,64,1237,1367.5086055266202,1367.5086055266202,0.0866523310542106,0.0003855853283312,0.4532790396816288,0.4125008004094436,,,,,0.11208567,0.1171704,,,,,,,,,,,,,,,,,0.0,0.4689955935892811,,,,,0.984,0.94,,,,
1,1.0,shared_z,10000000.0,1.0,0.0001,290.3964779376984,3232.4296875,4,858,7622.491707770755,7622.491707770755,0.1108485162258148,0.0009675925830379,0.1798196899218979,0.1825931236890674,,,,,0.15264486,0.16162056,,,,,,,,,,,,,,,,,0.0,0.0807931358959111,,,,,1.0,1.0,,,,
1,1.0,shared_z,100000000.0,1.0,0.0001,159.93963170051575,3221.66796875,4,467,8318.530425811692,8318.530425811692,0.1129268631339073,0.0014841967495158,0.1797446515303466,0.1923804097476956,,,,,0.18415718,0.18727987,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,
1,1.0,shared_z,1000000000.0,1.0,0.0001,294.51911187171936,3220.3984375,4,876,7642.679054158378,7642.679054158378,0.1102693229913711,0.0010217693634331,0.1787740466784367,0.1846103807275988,,,,,0.19432607,0.20177463,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,
2,1.0,shared_z,10000000.0,1.0,0.0001,256.7618584632873,3220.64453125,4,728,8320.775665769977,8320.775665769977,0.110033631324768,0.0009768001036718,0.1787184500909882,0.1826867633122251,,,,,0.1747381,0.18021417,,,,,,,,,,,,,,,,,0.0,0.1414405425418206,,,,,1.0,1.0,,,,
2,1.0,shared_z,100000000.0,1.0,0.0001,204.4136998653412,3228.89453125,4,599,8189.891014886852,8189.891014886852,0.1106095984578132,0.0008405838743783,0.1800847272314129,0.1799627872391818,,,,,0.17948812,0.18015747,,,,,,,,,,,,,,,,,0.0,0.0807931358959111,,,,,1.0,1.0,,,,
2,1.0,shared_z,1000000000.0,1.0,0.0001,125.01731252670288,3222.2734375,4,364,8529.927710540847,8529.927710540847,0.1115590929985046,0.0017740275943651,0.1764815361538817,0.191123663313426,,,,,0.24077003,0.23987055,,,,,,,,,,,,,,,,,0.0,0.0807931358959111,,,,,1.0,1.0,,,,
3,1.0,shared_z,10000000.0,1.0,0.0001,105.31686544418336,3221.08203125,4,312,9207.280787705336,9207.280787705336,0.1137690693140029,0.0015544391935691,0.1834304843927961,0.1878924926630388,,,,,0.26126325,0.2580558,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,
3,1.0,shared_z,100000000.0,1.0,0.0001,231.79710793495173,3229.44921875,4,686,8384.776394402323,8384.776394402323,0.112044982612133,0.0013308664783835,0.1762784831010604,0.1826720646972182,,,,,0.17437388,0.17855859,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,
3,1.0,shared_z,1000000000.0,1.0,0.0001,251.3024845123291,3222.59375,4,751,7752.891867671862,7752.891867671862,0.1094753369688987,0.001232813228853,0.1871201795312725,0.1778907186310938,,,,,0.14915955,0.1464564,,,,,,,,,,,,,,,,,0.0,0.3274449191544763,,,,,1.0,1.0,,,,
4,1.0,shared_z,10000000.0,1.0,0.0001,456.8270695209503,3220.12890625,4,1361,7409.096489875849,7409.096489875849,0.1110095158219337,0.0006709196604788,0.1786428818482665,0.1707502722206308,,,,,0.20184067,0.21023291,,,,,,,,,,,,,,,,,0.0,0.0403965679479555,,,,,1.0,1.0,,,,
4,1.0,shared_z,100000000.0,1.0,0.0001,150.68425488471985,3219.6640625,4,449,8283.199480372148,8283.199480372148,0.1131370067596435,0.0010738887358456,0.1894495414654332,0.1875272883939731,,,,,0.18280335,0.18610075,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,
4,1.0,shared_z,1000000000.0,1.0,0.0001,274.6809811592102,3216.6015625,4,823,7958.694546734393,7958.694546734393,0.1121544614434242,0.0008981102728284,0.1805086379096993,0.1881120355824946,,,,,0.19746837,0.2015687,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,
5,1.0,shared_z,10000000.0,1.0,0.0001,183.31122851371765,3237.66015625,4,546,8738.835667429532,8738.835667429532,0.113473430275917,0.0012171897105872,0.1864067612606658,0.1937100109758644,,,,,0.17278875,0.16783643,,,,,,,,,,,,,,,,,0.0,0.0807931358959111,,,,,1.0,1.0,,,,
1,1.0,indep_z,10000000.0,1.0,0.0001,125.07726883888245,3242.33203125,32,370,3541.4625750777964,3541.4625750777964,0.0952106714248657,0.0007506163674406,,,0.3012650803213285,0.2427475768588848,0.5186746619078096,0.5065893683395467,,,0.17493281,0.178681,0.9744202,0.97395796,,0.9489751703838452,1.0,,0.9721795543009484,1.0,,0.9489751703838452,1.0,,0.9585969609725914,1.0,,,0.1943918578315762,0.3659236509002231,0.0,0.0,,,,,,
1,1.0,indep_z,100000000.0,1.0,0.0001,18.366485595703125,3256.66015625,32,53,14422.292780095606,14422.292780095606,0.0924539938569068,0.0061503527685999,,,0.1714529499025736,0.1440460344755354,0.7718130073228602,1.0,,,0.3765692,0.395342,0.85181504,0.85301375,,0.9517177344475396,1.0,,0.9769420815237548,1.0,,0.9517177344475396,1.0,,0.9621060821046882,1.0,,,0.1414405425418206,0.2422921890824148,0.0,0.0,,,0.999,0.991,0.988,0.967
1,1.0,indep_z,1000000000.0,1.0,0.0001,17.636882305145264,3251.6484375,32,51,13409.502504179927,13409.502504179927,0.0970969200134277,0.0068453191779553,,,0.177929089109009,0.1665982789266128,0.8171735417818987,1.0,,,0.31830278,0.3322388,0.837006,0.83717,,0.9503357146015324,1.0,,0.9754058547432284,1.0,,0.9503357146015324,1.0,,0.9606531037025572,1.0,,,0.1943918578315762,0.2863969571159562,0.0,0.0,,,1.0,1.0,0.987,0.959
2,1.0,indep_z,10000000.0,1.0,0.0001,137.0522174835205,3253.63671875,32,403,3117.216683924545,3117.216683924545,0.0927448123693466,0.0007421341142617,,,0.3223020507321175,0.2064837930015776,0.5179926632526749,0.0325900360774021,,,0.17916866,0.18743327,0.9791229,0.9792802,,0.9464223137381994,1.0,,0.9721308243483936,1.0,,0.9464223137381994,1.0,,0.956962833708164,1.0,,,0.1943918578315762,0.2863969571159562,0.0,0.0,,,1.0,1.0,0.499,0.323
2,1.0,indep_z,100000000.0,1.0,0.0001,18.71384286880493,3254.7890625,32,53,11435.103421499896,11435.103421499896,0.1061991900205612,0.0073837917298078,,,0.1854783306004578,0.1786689425276792,0.8344991130670076,1.0,,,0.29231304,0.29755995,0.87075657,0.87174857,,0.9482983034413344,1.0,,0.9747273326450526,1.0,,0.9482983034413344,1.0,,0.9591096549921432,1.0,,,0.1943918578315762,0.2422921890824148,0.0,0.0,,,1.0,1.0,0.976,0.976
2,1.0,indep_z,1000000000.0,1.0,0.0001,18.063035011291504,3243.37890625,32,52,13481.744293514448,13481.744293514448,0.093776911497116,0.0063747595995664,,,0.1872760088421771,0.1850151942399867,0.784797527159682,1.0,,,0.31608117,0.31889376,0.87149537,0.87250483,,0.9473998308447488,1.0,,0.9742436978611542,1.0,,0.9473998308447488,1.0,,0.958339829447476,1.0,,,0.1414405425418206,0.1943918578315762,0.0,0.0,,,1.0,1.0,0.982,0.971
3,1.0,indep_z,10000000.0,1.0,0.0001,126.14733457565308,3251.2578125,32,382,3394.217470416712,3394.217470416712,0.0941721946001052,0.0007280718418769,,,0.3034668869492049,0.2894903428625371,0.4177463936918782,0.5322604714766695,,,0.14415985,0.14419313,0.97717136,0.9777807,,0.941803075881288,1.0,,0.9687242873411872,1.0,,0.941803075881288,1.0,,0.9527410531491944,1.0,,,0.1943918578315762,0.3274449191544763,0.0,0.0,,,1.0,1.0,0.523,0.309
3,1.0,indep_z,100000000.0,1.0,0.0001,18.32659912109375,3247.38671875,32,53,13815.950986722515,13815.950986722515,0.0933824107050895,0.0072746248915791,,,0.187350711127056,0.1712542490210272,0.8350088243761676,1.0,,,0.32551432,0.32490876,0.8137194,0.81250876,,0.9408732794207656,1.0,,0.9699661100921732,1.0,,0.9408732794207656,1.0,,0.9525479898398004,1.0,,,0.1943918578315762,0.2863969571159562,0.0,0.0,,,1.0,1.0,0.98,0.956
3,1.0,indep_z,1000000000.0,1.0,0.0001,18.05083703994751,3245.421875,32,52,12447.466635280958,12447.466635280958,0.1016348451375961,0.0071035739965736,,,0.1856453146731199,0.1878528542285012,0.8227279141808005,1.0,,,0.2959494,0.29896224,0.8533987,0.8519557,,0.9408732794207656,1.0,,0.9699661100921732,1.0,,0.9408732794207656,1.0,,0.9525479898398004,1.0,,,0.0,0.2422921890824148,0.0,0.0,,,1.0,1.0,0.992,0.979
4,1.0,indep_z,10000000.0,1.0,0.0001,25.73279333114624,3249.13671875,32,75,9644.406060463383,9644.406060463383,0.1142734810709953,0.0036563794128596,,,0.1701175685973862,0.1840247349274326,0.8094376866001946,1.0,,,0.2833841,0.28519335,0.780621,0.78463715,,0.9423318426856164,1.0,,0.9695114767547226,1.0,,0.9423318426856164,1.0,,0.9533370035638188,1.0,,,0.1943918578315762,0.3274449191544763,0.0,0.0,,,1.0,1.0,0.987,0.958
4,1.0,indep_z,100000000.0,1.0,0.0001,18.40611815452576,3254.98046875,32,53,13785.157333876094,13785.157333876094,0.0999916866421699,0.0071140062063932,,,0.188523356382584,0.161328916742326,0.7779214716191761,1.0,,,0.321524,0.32231888,0.83279264,0.8328719,,0.9451242546761414,1.0,,0.972651000252188,1.0,,0.9451242546761414,1.0,,0.9562881062379448,1.0,,,0.1943918578315762,0.1943918578315762,0.0,0.0,,,1.0,0.999,0.986,0.953
4,1.0,indep_z,1000000000.0,1.0,0.0001,17.702271223068237,3243.55078125,32,51,12947.384767292351,12947.384767292351,0.0957695245742797,0.0071595311164855,,,0.1886133229313005,0.1827617613293022,0.816489174472912,1.0,,,0.34694877,0.3473835,0.86086005,0.86021984,,0.9422833455852324,1.0,,0.9713001695441108,1.0,,0.9422833455852324,1.0,,0.953931410907608,1.0,,,0.1943918578315762,0.1943918578315762,0.0,0.0,,,1.0,1.0,0.973,0.942
5,1.0,indep_z,10000000.0,1.0,0.0001,120.74023270606996,3243.1953125,32,361,3721.1879076151154,3721.1879076151154,0.0960076972842216,0.0007229929324239,,,0.2732806194697384,0.1682389089904618,0.515872814973122,0.4990625490035468,,,0.18430044,0.18572497,0.9745324,0.9746641,,0.9448809463997928,1.0,,0.968169086327363,1.0,,0.9448809463997928,1.0,,0.954568318474354,1.0,,,0.1943918578315762,0.2422921890824148,0.0,0.0,,,1.0,1.0,0.552,0.319
5,1.0,indep_z,100000000.0,1.0,0.0001,18.553327798843384,3247.2265625,32,53,13211.577677120937,13211.577677120937,0.0985100492835044,0.006258672568947,,,0.1879666714167521,0.1861280592979211,0.6412740195515855,1.0,,,0.28909197,0.294746,0.8588623,0.85927314,,0.9481337770065456,1.0,,0.9723459967260296,1.0,,0.9481337770065456,1.0,,0.9581955715346716,1.0,,,0.1943918578315762,0.2422921890824148,0.0,0.0,,,1.0,1.0,0.988,0.979
5,1.0,indep_z,1000000000.0,1.0,0.0001,17.720743894577026,3254.8046875,32,51,15274.852598355894,15274.852598355894,0.0825823098421096,0.0072331437841057,,,0.1639983563575504,0.1280745427697691,0.7942323095025974,1.0,,,0.3963513,0.40499625,0.7849805,0.7845083,,0.9481337770065456,1.0,,0.9723459967260296,1.0,,0.9481337770065456,1.0,,0.9581955715346716,1.0,,,0.1414405425418206,0.1943918578315762,0.0,0.0,,,1.0,0.987,0.979,0.974
0,1.0,indep_z,10000000.0,1.0,0.0001,147.15539240837097,3259.1171875,16,440,4960.082365148022,4960.082365148022,0.0997840985655784,0.0006817433750256,,,0.2010964431497018,0.1653354474342137,0.5210799279999406,0.5036113644978729,,,0.18079814,0.174725,0.9750128,0.97464204,,0.937661129334818,1.0,,0.9612854744805708,1.0,,0.937661129334818,1.0,,0.9471395770572348,1.0,,,0.0807931358959111,0.3274449191544763,0.0,0.0,,,1.0,1.0,0.536,0.346
0,1.0,indep_z,100000000.0,1.0,0.0001,18.393351793289185,3248.7890625,16,53,13658.451215502704,13658.451215502704,0.0914864763617515,0.0062302784062922,,,0.1831509794236307,0.165013293820447,0.6307368419118926,1.0,,,0.34957114,0.333408,0.82627463,0.8256722,,0.938604080772819,1.0,,0.9633209339951064,1.0,,0.938604080772819,1.0,,0.9484730784211406,1.0,,,0.1414405425418206,0.2863969571159562,0.0,0.0,,,1.0,1.0,0.971,0.936
0,1.0,indep_z,1000000000.0,1.0,0.0001,17.665738105773926,3258.8515625,16,51,13764.94202134874,13764.94202134874,0.0942853391170501,0.006466640625149,,,0.1866997414892739,0.1682144145833679,0.6865680209989333,1.0,,,0.32667446,0.3126209,0.8563052,0.85703725,,0.941263655240904,1.0,,0.9646655806742458,1.0,,0.941263655240904,1.0,,0.9507200712738588,1.0,,,0.1414405425418206,0.2863969571159562,0.0,0.0,,,1.0,1.0,0.974,0.95
1,1.0,indep_z,10000000.0,1.0,0.0001,40.58700466156006,3256.8203125,16,118,8230.44528406696,8230.44528406696,0.1113697737455368,0.0017233412945643,,,0.1712180019606808,0.1885500262908282,0.7980092227427702,1.0,,,0.26138592,0.26973045,0.7933511,0.7926355,,0.9512642197083104,1.0,,0.975856782738862,1.0,,0.9512642197083104,1.0,,0.961418442908729,1.0,,,0.1943918578315762,0.2863969571159562,0.0,0.0,,,1.0,1.0,0.973,0.963
1,1.0,indep_z,100000000.0,1.0,0.0001,18.28870797157288,3254.359375,16,52,14634.20962182165,14634.20962182165,0.0897124484181404,0.0063911890611052,,,0.1612215186486846,0.1367789788873894,0.8311165212947306,1.0,,,0.38554668,0.40046284,0.81644344,0.8190627,,0.9512642197083104,1.0,,0.975856782738862,1.0,,0.9512642197083104,1.0,,0.961418442908729,1.0,,,0.1414405425418206,0.2863969571159562,0.0,0.0,,,0.998,0.976,0.976,0.957
